city,x,y,address,technology 
Одеса,"30,7330783","46,3912118","вулиця Академіка Вільямса, 46/3",GPON
Одеса,"30,7318397","46,3912102","вулиця Академіка Вільямса, 48/1",GPON
Одеса,"30,7320023","46,3918049","вулиця Академіка Вільямса, 48/2",GPON
Одеса,"30,7324123","46,3922983","вулиця Академіка Вільямса, 48/3",GPON
Одеса,"30,731061","46,3911293","вулиця Академіка Вільямса, 50/3",GPON
Одеса,"30,7296805","46,3915552","вулиця Академіка Вільямса, 52/1",GPON
Одеса,"30,7305881","46,3915127","вулиця Академіка Вільямса, 52/2",GPON
Одеса,"30,7311384","46,392015","вулиця Академіка Вільямса, 52/3",GPON
Одеса,"30,7309152","46,3923709","вулиця Академіка Вільямса, 52/4",GPON
Одеса,"30,729066","46,3922379","вулиця Академіка Вільямса, 54/1",GPON
Одеса,"30,7290366","46,3926577","вулиця Академіка Вільямса, 54/2",GPON
Одеса,"30,7291658","46,3931461","вулиця Академіка Вільямса, 54/3",GPON
Одеса,"30,7282901","46,3920131","вулиця Академіка Вільямса, 56/1",GPON
Одеса,"30,7282931","46,3930249","вулиця Академіка Вільямса, 56/2",GPON
Одеса,"30,7277991","46,393964","вулиця Академіка Вільямса, 56/3",GPON
Одеса,"30,727747","46,3896348","вулиця Академіка Вільямса, 57",GPON
Одеса,"30,7277278","46,3891306","вулиця Академіка Вільямса, 59",GPON
Одеса,"30,7275373","46,3885902","вулиця Академіка Вільямса, 59/1",GPON
Одеса,"30,7268936","46,3884829","вулиця Академіка Вільямса, 59/2",GPON
Одеса,"30,7264855","46,388956","вулиця Академіка Вільямса, 59/3",GPON
Одеса,"30,7275758","46,3867944","вулиця Академіка Вільямса, 59/5",GPON
Одеса,"30,7285593","46,386855","вулиця Академіка Вільямса, 59/6",GPON
Одеса,"30,7274492","46,3863363","вулиця Академіка Вільямса, 59/7",GPON
Одеса,"30,7285085","46,3873435","вулиця Академіка Вільямса, 59/8",GPON
Одеса,"30,7291057","46,3884728","вулиця Академіка Вільямса, 59Б",GPON
Одеса,"30,7284171","46,3878613","вулиця Академіка Вільямса, 59В/1",GPON
Одеса,"30,7281167","46,3882609","вулиця Академіка Вільямса, 59В/2",GPON
Одеса,"30,7271632","46,3879495","вулиця Академіка Вільямса, 59Г",GPON
Одеса,"30,7262656","46,3882166","вулиця Академіка Вільямса, 59Г/1",GPON
Одеса,"30,7261979","46,3878642","вулиця Академіка Вільямса, 59Г/2",GPON
Одеса,"30,7294443","46,3876586","вулиця Академіка Вільямса, 59Д",GPON
Одеса,"30,7291534","46,386879","вулиця Академіка Вільямса, 59е",GPON
Одеса,"30,7296734","46,3871263","вулиця Академіка Вільямса, 59ж",GPON
Одеса,"30,7276821","46,3873728","вулиця Академіка Вільямса, 59з",GPON
Одеса,"30,7299066","46,3866114","вулиця Академіка Вільямса, 59и",GPON
Одеса,"30,7295405","46,3863227","вулиця Академіка Вільямса, 59и/1",GPON
Одеса,"30,7270496","46,3918223","вулиця Академіка Вільямса, 60/1",GPON
Одеса,"30,7263516","46,3899787","вулиця Академіка Вільямса, 63А",GPON
Одеса,"30,7220392","46,39239","вулиця Академіка Вільямса, 64",GPON
Одеса,"30,725776","46,389972","вулиця Академіка Вільямса, 65",GPON
Одеса,"30,7217168","46,3918377","вулиця Академіка Вільямса, 66",GPON
Одеса,"30,7192711","46,3913684","вулиця Академіка Вільямса, 68А",GPON
Одеса,"30,719752","46,3913","вулиця Академіка Вільямса, 68Б",GPON
Одеса,"30,7263973","46,3906241","вулиця Академіка Вільямса, 69",GPON
Одеса,"30,7183961","46,3909232","вулиця Академіка Вільямса, 70",GPON
Одеса,"30,7251063","46,3907284","вулиця Академіка Вільямса, 71",GPON
Одеса,"30,7174868","46,3908626","вулиця Академіка Вільямса, 72",GPON
Одеса,"30,717044","46,3913411","вулиця Академіка Вільямса, 72/1",GPON
Одеса,"30,7222296","46,3907149","вулиця Академіка Вільямса, 73",GPON
Одеса,"30,7167112","46,3906797","вулиця Академіка Вільямса, 74",GPON
Одеса,"30,7213795","46,3906161","вулиця Академіка Вільямса, 75",GPON
Одеса,"30,717919","46,391969","вулиця Академіка Вільямса, 76",GPON
Одеса,"30,718378","46,391891","вулиця Академіка Вільямса, 76Б",GPON
Одеса,"30,7207867","46,3898834","вулиця Академіка Вільямса, 77",GPON
Одеса,"30,7184321","46,3901967","вулиця Академіка Вільямса, 81",GPON
Одеса,"30,7188562","46,3902223","вулиця Академіка Вільямса, 81/1",GPON
Одеса,"30,7186826","46,3894626","вулиця Академіка Вільямса, 81/2",GPON
Одеса,"30,7179408","46,3893528","вулиця Академіка Вільямса, 81/3",GPON
Одеса,"30,7178661","46,3901433","вулиця Академіка Вільямса, 83",GPON
Одеса,"30,7162075","46,3897554","вулиця Академіка Вільямса, 87",GPON
Одеса,"30,6929706","46,4817293","вулиця Академіка Воробйова, 1б",GPON
Одеса,"30,7839063","46,5824674","вулиця Академіка Заболотного, 1",GPON
Одеса,"30,7833323","46,5843391","вулиця Академіка Заболотного, 10",GPON
Одеса,"30,7822096","46,5844863","вулиця Академіка Заболотного, 12",GPON
Одеса,"30,780294","46,582472","вулиця Академіка Заболотного, 13А",GPON
Одеса,"30,7827107","46,5845239","вулиця Академіка Заболотного, 14",GPON
Одеса,"30,7832937","46,5851596","вулиця Академіка Заболотного, 16",GPON
Одеса,"30,7816256","46,5852615","вулиця Академіка Заболотного, 18",GPON
Одеса,"30,781269","46,585091","вулиця Академіка Заболотного, 18А",GPON
Одеса,"30,7830754","46,583565","вулиця Академіка Заболотного, 2",GPON
Одеса,"30,7805781","46,5846188","вулиця Академіка Заболотного, 20",GPON
Одеса,"30,781994","46,58597","вулиця Академіка Заболотного, 22Б",GPON
Одеса,"30,7790541","46,5856943","вулиця Академіка Заболотного, 24",GPON
Одеса,"30,7876947","46,5820251","вулиця Академіка Заболотного, 26",GPON
Одеса,"30,7927971","46,5794144","вулиця Академіка Заболотного, 28",GPON
Одеса,"30,7883403","46,5796551","вулиця Академіка Заболотного, 29",GPON
Одеса,"30,7937945","46,5799615","вулиця Академіка Заболотного, 32",GPON
Одеса,"30,7928501","46,5799936","вулиця Академіка Заболотного, 34",GPON
Одеса,"30,7928752","46,5785724","вулиця Академіка Заболотного, 35",GPON
Одеса,"30,7947815","46,5800827","вулиця Академіка Заболотного, 36",GPON
Одеса,"30,7934146","46,5783483","вулиця Академіка Заболотного, 37",GPON
Одеса,"30,7953573","46,5804724","вулиця Академіка Заболотного, 38",GPON
Одеса,"30,7939441","46,5780939","вулиця Академіка Заболотного, 39",GPON
Одеса,"30,7946726","46,5778749","вулиця Академіка Заболотного, 39А",GPON
Одеса,"30,7845314","46,5839617","вулиця Академіка Заболотного, 4",GPON
Одеса,"30,7942525","46,5771702","вулиця Академіка Заболотного, 41",GPON
Одеса,"30,7945696","46,5764951","вулиця Академіка Заболотного, 41А",GPON
Одеса,"30,7939544","46,5760974","вулиця Академіка Заболотного, 43",GPON
Одеса,"30,7951054","46,5774143","вулиця Академіка Заболотного, 43А",GPON
Одеса,"30,7959699","46,5793143","вулиця Академіка Заболотного, 44",GPON
Одеса,"30,7929634","46,5750026","вулиця Академіка Заболотного, 47",GPON
Одеса,"30,7920398","46,5765219","вулиця Академіка Заболотного, 49",GPON
Одеса,"30,7919381","46,5757017","вулиця Академіка Заболотного, 51",GPON
Одеса,"30,7972997","46,5791053","вулиця Академіка Заболотного, 52",GPON
Одеса,"30,7998925","46,577338","вулиця Академіка Заболотного, 54",GPON
Одеса,"30,8003328","46,5768543","вулиця Академіка Заболотного, 54/1",GPON
Одеса,"30,7996261","46,5767328","вулиця Академіка Заболотного, 54/2",GPON
Одеса,"30,7921674","46,5735088","вулиця Академіка Заболотного, 55",GPON
Одеса,"30,7991086","46,5754763","вулиця Академіка Заболотного, 57",GPON
Одеса,"30,7996185","46,5759323","вулиця Академіка Заболотного, 57/1",GPON
Одеса,"30,798788","46,576236","вулиця Академіка Заболотного, 57/2",GPON
Одеса,"30,8023127","46,5779245","вулиця Академіка Заболотного, 58",GPON
Одеса,"30,8008327","46,575627","вулиця Академіка Заболотного, 59",GPON
Одеса,"30,8011024","46,5754591","вулиця Академіка Заболотного, 59/1",GPON
Одеса,"30,8004662","46,5750898","вулиця Академіка Заболотного, 59/2",GPON
Одеса,"30,8026725","46,575992","вулиця Академіка Заболотного, 60",GPON
Одеса,"30,8028675","46,5756851","вулиця Академіка Заболотного, 62",GPON
Одеса,"30,8035197","46,5739975","вулиця Академіка Заболотного, 67",GPON
Одеса,"30,8031906","46,5744274","вулиця Академіка Заболотного, 67/1",GPON
Одеса,"30,804208","46,5744564","вулиця Академіка Заболотного, 67/2",GPON
Одеса,"30,7213361","46,4145082","вулиця Академіка Корольова, 1",GPON
Одеса,"30,719547","46,4142953","вулиця Академіка Корольова, 10",GPON
Одеса,"30,7227207","46,3889583","вулиця Академіка Корольова, 102",GPON
Одеса,"30,7225777","46,3884594","вулиця Академіка Корольова, 104",GPON
Одеса,"30,7206114","46,3878599","вулиця Академіка Корольова, 110",GPON
Одеса,"30,7216992","46,387279","вулиця Академіка Корольова, 112/1",GPON
Одеса,"30,7209586","46,3869833","вулиця Академіка Корольова, 112/2",GPON
Одеса,"30,7213606","46,38676","вулиця Академіка Корольова, 112/3",GPON
Одеса,"30,7208467","46,3862821","вулиця Академіка Корольова, 116",GPON
Одеса,"30,7201075","46,3866156","вулиця Академіка Корольова, 118",GPON
Одеса,"30,7196888","46,3860584","вулиця Академіка Корольова, 118/1",GPON
Одеса,"30,719923","46,3857058","вулиця Академіка Корольова, 118/2",GPON
Одеса,"30,7218253","46,3853624","вулиця Академіка Корольова, 120",GPON
Одеса,"30,7212923","46,3849048","вулиця Академіка Корольова, 122",GPON
Одеса,"30,7176835","46,4141665","вулиця Академіка Корольова, 14",GPON
Одеса,"30,7205646","46,4151504","вулиця Академіка Корольова, 2",GPON
Одеса,"30,7190634","46,4109386","вулиця Академіка Корольова, 22",GPON
Одеса,"30,7191566","46,4090395","вулиця Академіка Корольова, 32",GPON
Одеса,"30,7234884","46,4006269","вулиця Академіка Корольова, 33",GPON
Одеса,"30,7201469","46,4084698","вулиця Академіка Корольова, 34",GPON
Одеса,"30,7193486","46,4085012","вулиця Академіка Корольова, 34/1",GPON
Одеса,"30,7246347","46,4005346","вулиця Академіка Корольова, 35",GPON
Одеса,"30,7262838","46,4007474","вулиця Академіка Корольова, 37",GPON
Одеса,"30,7203197","46,4060493","вулиця Академіка Корольова, 42",GPON
Одеса,"30,7261841","46,39449","вулиця Академіка Корольова, 43",GPON
Одеса,"30,7265811","46,3944752","вулиця Академіка Корольова, 43/2",GPON
Одеса,"30,7270987","46,3945069","вулиця Академіка Корольова, 43/3",GPON
Одеса,"30,7210168","46,4054721","вулиця Академіка Корольова, 44",GPON
Одеса,"30,7259436","46,3937517","вулиця Академіка Корольова, 45/1",GPON
Одеса,"30,725916","46,3941717","вулиця Академіка Корольова, 45/2",GPON
Одеса,"30,7259007","46,3945065","вулиця Академіка Корольова, 45/3",GPON
Одеса,"30,7211648","46,404539","вулиця Академіка Корольова, 46",GPON
Одеса,"30,7259261","46,3934811","вулиця Академіка Корольова, 47/1",GPON
Одеса,"30,7202265","46,404425","вулиця Академіка Корольова, 48",GPON
Одеса,"30,7194862","46,4033449","вулиця Академіка Корольова, 48/1",GPON
Одеса,"30,7245262","46,3931724","вулиця Академіка Корольова, 49",GPON
Одеса,"30,7207851","46,4027008","вулиця Академіка Корольова, 50",GPON
Одеса,"30,7244512","46,392699","вулиця Академіка Корольова, 51",GPON
Одеса,"30,7244489","46,3922866","вулиця Академіка Корольова, 53 ",GPON
Одеса,"30,7210588","46,4040286","вулиця Академіка Корольова, 54",GPON
Одеса,"30,7243669","46,3919959","вулиця Академіка Корольова, 55 ",GPON
Одеса,"30,7218912","46,4027742","вулиця Академіка Корольова, 56",GPON
Одеса,"30,7217149","46,4021861","вулиця Академіка Корольова, 58",GPON
Одеса,"30,7245245","46,3915","вулиця Академіка Корольова, 59 ",GPON
Одеса,"30,7242722","46,3904718","вулиця Академіка Корольова, 63",GPON
Одеса,"30,7195612","46,4004006","вулиця Академіка Корольова, 64",GPON
Одеса,"30,7192715","46,4013476","вулиця Академіка Корольова, 64А",GPON
Одеса,"30,7240067","46,3894233","вулиця Академіка Корольова, 65",GPON
Одеса,"30,7210757","46,4010332","вулиця Академіка Корольова, 68",GPON
Одеса,"30,7248972","46,3898198","вулиця Академіка Корольова, 69",GPON
Одеса,"30,7245428","46,3887892","вулиця Академіка Корольова, 69/1",GPON
Одеса,"30,7245405","46,3883769","вулиця Академіка Корольова, 69/2",GPON
Одеса,"30,72266","46,3999117","вулиця Академіка Корольова, 70",GPON
Одеса,"30,7251902","46,388659","вулиця Академіка Корольова, 71",GPON
Одеса,"30,725622","46,3883741","вулиця Академіка Корольова, 71/1",GPON
Одеса,"30,72271","46,396436","вулиця Академіка Корольова, 74А",GPON
Одеса,"30,7230053","46,3962941","вулиця Академіка Корольова, 74Б",GPON
Одеса,"30,7235878","46,3888661","вулиця Академіка Корольова, 75",GPON
Одеса,"30,7251274","46,387793","вулиця Академіка Корольова, 75/2",GPON
Одеса,"30,7235012","46,3957538","вулиця Академіка Корольова, 76/1",GPON
Одеса,"30,7220075","46,3962745","вулиця Академіка Корольова, 76/2",GPON
Одеса,"30,7234262","46,387675","вулиця Академіка Корольова, 79",GPON
Одеса,"30,7214661","46,3952223","вулиця Академіка Корольова, 80а",GPON
Одеса,"30,721792","46,394927","вулиця Академіка Корольова, 80Б",GPON
Одеса,"30,7236834","46,3870411","вулиця Академіка Корольова, 81",GPON
Одеса,"30,7235667","46,386324","вулиця Академіка Корольова, 81/1",GPON
Одеса,"30,7245458","46,3861243","вулиця Академіка Корольова, 81/2",GPON
Одеса,"30,7249225","46,3865288","вулиця Академіка Корольова, 81/3",GPON
Одеса,"30,7256079","46,386284","вулиця Академіка Корольова, 81/4",GPON
Одеса,"30,725813","46,3869253","вулиця Академіка Корольова, 81/5",GPON
Одеса,"30,7261516","46,3872373","вулиця Академіка Корольова, 81/6",GPON
Одеса,"30,7267257","46,3866957","вулиця Академіка Корольова, 81/7",GPON
Одеса,"30,7264023","46,3861308","вулиця Академіка Корольова, 81/8",GPON
Одеса,"30,7231939","46,3947686","вулиця Академіка Корольова, 82",GPON
Одеса,"30,7246958","46,3870711","вулиця Академіка Корольова, 83",GPON
Одеса,"30,7251334","46,3872922","вулиця Академіка Корольова, 83/1",GPON
Одеса,"30,7231841","46,3858749","вулиця Академіка Корольова, 85",GPON
Одеса,"30,7238194","46,385514","вулиця Академіка Корольова, 85/1",GPON
Одеса,"30,7251839","46,3855586","вулиця Академіка Корольова, 85/2",GPON
Одеса,"30,7217599","46,3937786","вулиця Академіка Корольова, 86",GPON
Одеса,"30,7208229","46,3927796","вулиця Академіка Корольова, 88",GPON
Одеса,"30,7232602","46,3938924","вулиця Академіка Корольова, 90Б",GPON
Одеса,"30,7225559","46,3904321","вулиця Академіка Корольова, 96",GPON
Одеса,"30,7229374","46,3898439","вулиця Академіка Корольова, 98",GPON
Одеса,"30,7217609","46,3900279","вулиця Академіка Корольова, 98/2",GPON
Одеса,"30,7061351","46,4424335","вулиця Академіка Філатова, 86",GPON
Одеса,"30,7065284","46,4450249","вулиця Академіка Філатова, 94",GPON
Одеса,"30,7497455","46,4419761","вулиця Академічна, 11",GPON
Одеса,"30,7511073","46,4410116","вулиця Академічна, 16",GPON
Одеса,"30,7505113","46,441086","вулиця Академічна, 16А",GPON
Одеса,"30,7502431","46,4405388","вулиця Академічна, 16Б",GPON
Одеса,"30,7507161","46,4404034","вулиця Академічна, 16В",GPON
Одеса,"30,7518154","46,4409269","вулиця Академічна, 18",GPON
Одеса,"30,7527023","46,440498","вулиця Академічна, 20А",GPON
Одеса,"30,7534792","46,4406807","вулиця Академічна, 22",GPON
Одеса,"30,7543474","46,4405881","вулиця Академічна, 24",GPON
Одеса,"30,753777","46,440344","вулиця Академічна, 24А",GPON
Одеса,"30,7550397","46,4404651","вулиця Академічна, 26",GPON
Одеса,"30,720536","46,3851875","вулиця Архітекторська, 12",GPON
Одеса,"30,7201781","46,3844471","вулиця Архітекторська, 14",GPON
Одеса,"30,7192895","46,3842827","вулиця Архітекторська, 14/1",GPON
Одеса,"30,7180927","46,3845704","вулиця Архітекторська, 16",GPON
Одеса,"30,7194492","46,384915","вулиця Архітекторська, 16/1",GPON
Одеса,"30,7168385","46,3844195","вулиця Архітекторська, 20/1",GPON
Одеса,"30,7162532","46,3837996","вулиця Архітекторська, 24",GPON
Одеса,"30,7130362","46,4896522","вулиця Балківська, 25",GPON
Одеса,"30,8046288","46,5803969","вулиця Володимира Висоцького, 10",GPON
Одеса,"30,8036113","46,5795671","вулиця Володимира Висоцького, 11",GPON
Одеса,"30,802997","46,5796952","вулиця Володимира Висоцького, 11а",GPON
Одеса,"30,8037503","46,5800689","вулиця Володимира Висоцького, 12",GPON
Одеса,"30,8040491","46,5783204","вулиця Володимира Висоцького, 13",GPON
Одеса,"30,805475","46,5796143","вулиця Володимира Висоцького, 16А",GPON
Одеса,"30,8072136","46,579714","вулиця Володимира Висоцького, 18",GPON
Одеса,"30,8003313","46,5809595","вулиця Володимира Висоцького, 2",GPON
Одеса,"30,8064001","46,5794225","вулиця Володимира Висоцького, 20",GPON
Одеса,"30,8067847","46,5790826","вулиця Володимира Висоцького, 22",GPON
Одеса,"30,8072798","46,5789975","вулиця Володимира Висоцького, 22/1",GPON
Одеса,"30,8067482","46,5783467","вулиця Володимира Висоцького, 23",GPON
Одеса,"30,8063705","46,5777953","вулиця Володимира Висоцького, 25",GPON
Одеса,"30,8030799","46,5806833","вулиця Володимира Висоцького, 4 ",GPON
Одеса,"30,8021722","46,5800407","вулиця Володимира Висоцького, 5",GPON
Одеса,"30,8025576","46,5798637","вулиця Володимира Висоцького, 5/1",GPON
Одеса,"30,8024036","46,5804697","вулиця Володимира Висоцького, 6",GPON
Одеса,"30,8028275","46,579108","вулиця Володимира Висоцького, 7",GPON
Одеса,"30,8044194","46,5806312","вулиця Володимира Висоцького, 8",GPON
Одеса,"30,8037931","46,579132","вулиця Володимира Висоцького, 9",GPON
Одеса,"30,7884764","46,5900905","вулиця Генерала Бочарова, 13",GPON
Одеса,"30,7876539","46,5897543","вулиця Генерала Бочарова, 15",GPON
Одеса,"30,787382","46,591408","вулиця Генерала Бочарова, 21",GPON
Одеса,"30,7871647","46,5926384","вулиця Генерала Бочарова, 28",GPON
Одеса,"30,7983444","46,584831","вулиця Генерала Бочарова, 29",GPON
Одеса,"30,7957229","46,5885155","вулиця Генерала Бочарова, 30",GPON
Одеса,"30,7966325","46,5883071","вулиця Генерала Бочарова, 32",GPON
Одеса,"30,7979865","46,5877565","вулиця Генерала Бочарова, 36",GPON
Одеса,"30,7985997","46,5871616","вулиця Генерала Бочарова, 38",GPON
Одеса,"30,7996236","46,5866079","вулиця Генерала Бочарова, 40",GPON
Одеса,"30,8002845","46,5863011","вулиця Генерала Бочарова, 44",GPON
Одеса,"30,8105902","46,5839523","вулиця Генерала Бочарова, 44/6",GPON
Одеса,"30,8092919","46,5833566","вулиця Генерала Бочарова, 44А",GPON
Одеса,"30,8103736","46,5829101","вулиця Генерала Бочарова, 44Б",GPON
Одеса,"30,8014535","46,5863675","вулиця Генерала Бочарова, 46",GPON
Одеса,"30,7895119","46,5891589","вулиця Генерала Бочарова, 5",GPON
Одеса,"30,8023659","46,5862985","вулиця Генерала Бочарова, 52",GPON
Одеса,"30,8053159","46,5826731","вулиця Генерала Бочарова, 61А",GPON
Одеса,"30,8062604","46,5826409","вулиця Генерала Бочарова, 61Б",GPON
Одеса,"30,8058277","46,5831016","вулиця Генерала Бочарова, 61В",GPON
Одеса,"30,807307","46,5827235","вулиця Генерала Бочарова, 65",GPON
Одеса,"30,8075538","46,5824011","вулиця Генерала Бочарова, 69",GPON
Одеса,"30,7904074","46,588983","вулиця Генерала Бочарова, 7",GPON
Одеса,"30,8086537","46,5816172","вулиця Генерала Бочарова, 71",GPON
Одеса,"30,8084906","46,5823919","вулиця Генерала Бочарова, 71/1",GPON
Одеса,"30,808905","46,5822685","вулиця Генерала Бочарова, 71/2",GPON
Одеса,"30,808191","46,5820172","вулиця Генерала Бочарова, 71/3",GPON
Одеса,"30,7889438","46,5884632","вулиця Генерала Бочарова, 9",GPON
Одеса,"30,6977613","46,4365659","вулиця Генерала Петрова, 46",GPON
Одеса,"30,69721","46,43709","вулиця Генерала Петрова, 48А",GPON
Одеса,"30,6958689","46,438615","вулиця Генерала Петрова, 50",GPON
Одеса,"30,6965513","46,4378298","вулиця Генерала Петрова, 50А",GPON
Одеса,"30,6956913","46,4392878","вулиця Генерала Петрова, 68",GPON
Одеса,"30,6966284","46,4401054","вулиця Генерала Петрова, 70",GPON
Одеса,"30,6950547","46,4402206","вулиця Генерала Петрова, 74",GPON
Одеса,"30,6951333","46,440962","вулиця Генерала Петрова, 74/2",GPON
Одеса,"30,6950301","46,4415507","вулиця Генерала Петрова, 78",GPON
Одеса,"30,7781344","46,5651045","вулиця Героїв оборони Одеси, 14/1",GPON
Одеса,"30,7776913","46,565174","вулиця Героїв оборони Одеси, 16",GPON
Одеса,"30,7780941","46,5660702","вулиця Героїв оборони Одеси, 18",GPON
Одеса,"30,7790725","46,5669197","вулиця Героїв оборони Одеси, 20",GPON
Одеса,"30,7805981","46,5673237","вулиця Героїв оборони Одеси, 26",GPON
Одеса,"30,7796025","46,5675367","вулиця Героїв оборони Одеси, 28",GPON
Одеса,"30,7790794","46,5679847","вулиця Героїв оборони Одеси, 30",GPON
Одеса,"30,7802913","46,5680295","вулиця Героїв оборони Одеси, 32",GPON
Одеса,"30,7801387","46,5684896","вулиця Героїв оборони Одеси, 34",GPON
Одеса,"30,7314699","46,4352261","вулиця Героїв-Прикордонників, 11",GPON
Одеса,"30,7874812","46,5853454","вулиця Давида Ойстраха, 1",GPON
Одеса,"30,7846778","46,5860548","вулиця Давида Ойстраха, 13",GPON
